URL,Status Code,Response Message,Domain Status,Expiration Date,For Sale,Response Time
https://www.thekinneyvenicebeach.com/,200.0,OK,Fresh,2025-04-25 19:00:32,No,1.270845
https://www.marriott.com/hotels/travel/laxae-ac-hotel-los-angeles-south-bay/?y_source=1_MTI3ODU2NTAtNDQwLWxvY2F0aW9uLndlYnNpdGU=,200.0,OK,Fresh,2025-01-04 05:00:00,No,0.740286
https://www.hilton.com/en/hotels/laxelhx-hampton-suites-lax-el-segundo,403.0,Forbidden,Fresh,2024-11-22 05:00:00,No,0.940438
https://www.marriott.com/hotels/travel/burcy-courtyard-los-angeles-burbank-airport/?y_source=1_MjgzMzcyMS00NDAtbG9jYXRpb24ud2Vic2l0ZQ==,200.0,OK,Fresh,2025-01-04 05:00:00,No,0.684943
https://mosaichotel.com/,200.0,OK,Fresh,2024-11-16 01:51:14,No,1.30775
http://www.residenceinnlax.com/,200.0,OK,Fresh,2025-02-14 17:11:48,No,4.609436
https://www.marriott.com/hotels/travel/laxaw-westdrift-manhattan-beach-autograph-collection/?y_source=1_ODk1NTcwMC00NDAtbG9jYXRpb24ud2Vic2l0ZQ==,200.0,OK,Fresh,2025-01-04 05:00:00,No,0.692953
https://www.everlyhotelhollywood.com/,200.0,OK,Fresh,2024-09-20 16:55:40,No,1.514951
http://www.themayumi.com/,200.0,OK,Fresh,2024-08-22 19:11:41,No,3.465186
http://peninsula.com/belvedere,200.0,OK,Fresh,2029-06-28 04:00:00,No,1.403029
https://www.fairmont.com/los-angeles/?y_source=1_MTUzNTkzMzAtNDQwLWxvY2F0aW9uLndlYnNpdGU=,200.0,OK,Fresh,2024-08-30 04:00:00,No,2.065202
https://www.choicehotels.com/california/el-segundo/cambria-hotels/cad84?mc=llyxyxpx,,,Fresh,2025-02-24 05:00:00,No,21.201681
https://www.hotelhermosa.com/,200.0,OK,Fresh,2025-10-11 04:00:00,No,2.942662
https://www.theorlando.com/,404.0,Not Found,Fresh,2028-02-04 19:39:00,No,1.085779
https://www.venicebreezesuites.com/,200.0,OK,Fresh,2025-02-15 22:06:18,No,1.36277
http://www.sportsmenslodge.com/,503.0,Service Unavailable,Fresh,2024-10-20 04:00:00,No,0.979119
https://www.hilton.com/en/hotels/laxhxhx-hampton-suites-los-angeles-hollywood,403.0,Forbidden,Fresh,2024-11-22 05:00:00,No,0.746574
https://www.elanhotel.com/,,,Fresh,2026-03-09 05:00:05,No,5.342509
https://www.marriott.com/hotels/travel/laxwh-w-hollywood/?y_source=1_MTUwMjc1Mi00NDAtbG9jYXRpb24ud2Vic2l0ZQ==,200.0,OK,Fresh,2025-01-04 05:00:00,No,0.722507
https://www.sixtyhotels.com/beverly-hills,200.0,OK,Fresh,2024-07-11 16:32:22,No,1.53201
https://foursquare.com/v/jw-marriott-los-angeles-la-live/4b6900daf964a52092962be3,200.0,OK,Fresh,2025-03-26 00:18:55,No,1.499016
http://www.ritzcarlton.com/en/hotels/california/marina-del-rey,200.0,OK,Fresh,2024-07-15 04:00:00,No,0.727886
https://www.marriott.com/hotels/travel/laxdb-residence-inn-los-angeles-redondo-beach/?y_source=1_MjgxOTIyOS00NDAtbG9jYXRpb24ud2Vic2l0ZQ==,200.0,OK,Fresh,2025-01-04 05:00:00,No,0.689302
http://www.sunsettowerhotel.com/,403.0,Forbidden,Fresh,2029-08-26 19:16:07,No,1.67321
https://www.hyatt.com/en-US/hotel/california/andaz-west-hollywood/laxss,429.0,Too Many Requests,Fresh,2025-02-14 05:00:00,No,1.079871
https://www.avalon-hotel.com/beverly-hills,200.0,OK,Fresh,2024-03-17 04:00:00,No,2.21551
https://www.maybournebeverlyhills.com/,200.0,OK,Fresh,2025-02-07 22:11:13,No,0.802593
https://www.1hotels.com/west-hollywood,200.0,OK,Fresh,2026-07-05 04:00:00,No,1.229378
http://theculver.com/,200.0,OK,Fresh,2024-04-20 20:18:38,No,1.540525
https://www.visitcatalinaisland.com/lodging/avalon/pavilion-hotel,200.0,OK,Fresh,2025-01-18 18:47:47,No,0.564247
https://www.marriott.com/hotels/travel/laxwb-w-los-angeles-west-beverly-hills/?y_source=1_MTUwMjcyOC00NDAtbG9jYXRpb24ud2Vic2l0ZQ==,200.0,OK,Fresh,2025-01-04 05:00:00,No,1.335977
http://www.hotel-vistadelmar.com/,200.0,OK,Fresh,2024-09-25 18:33:01,No,1.917299
https://www.hilton.com/en/hotels/laxcaqq-h-hotel-los-angeles,403.0,Forbidden,Fresh,2024-11-22 05:00:00,No,0.751173
http://www.viceroyhotelsandresorts.com/en/santamonica,200.0,OK,Fresh,2025-01-23 20:05:09,No,1.922279
https://www.ihg.com/intercontinental/hotels/us/en/los-angeles/laxha/hoteldetail,200.0,OK,Fresh,2024-05-03 04:00:00,No,0.774749
https://www.hilton.com/en/hotels/laxmiup-jamaica-bay-inn-marina-del-rey/?y_source=1_MTk5NjMxNzEtNDQwLWxvY2F0aW9uLndlYnNpdGU=,403.0,Forbidden,Fresh,2024-11-22 05:00:00,No,0.73458
https://www.hotelpalomar-beverlyhills.com/,200.0,OK,Fresh,2025-01-23 20:06:32,No,1.465669
https://www.hilton.com/en/hotels/laxlbgi-hilton-garden-inn-burbank-downtown,403.0,Forbidden,Fresh,2024-11-22 05:00:00,No,0.720996
